Type,Bank,Country,Region,Year,AmountUSDMillions,Group,Sector,Client,ForestRiskClientRegion
Corporate loan,HSBC,United Kingdom,Europe other,2015,15.49,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso,Latin America
Bond issuance,China Development Bank,China,East Asia,2013,15.48,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,CITIC,China,East Asia,2013,15.48,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,UBS,Switzerland,Europe other,2013,15.48,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Corporate loan,Bradesco,Brazil,South America,2015,15.47,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Bond issuance,CIMB Group,Malaysia,Southeast Asia,2014,15.47,IJM Group,Palm oil,IJM,Southeast Asia
Bond issuance,RHB Banking,Malaysia,Southeast Asia,2014,15.47,IJM Group,Palm oil,IJM,Southeast Asia
Corporate loan,Santander,Spain,EU27,2019,15.46,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,DBS,Singapore,Southeast Asia,2013,15.45,Jardine Matheson Group,Palm oil,Astra Agro Lestari,Southeast Asia
Revolving credit facility,China Development Bank,China,East Asia,2016,15.44,COFCO,Soy,COFCO Agri,Latin America
Revolving credit facility,China Development Bank,China,East Asia,2016,15.44,COFCO,Soy,COFCO Agri,Latin America
Corporate loan,Banco da Amazonia,Brazil,South America,2017,15.44,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Maranhão,Latin America
Shareholding,Desa Plus Sdn,Malaysia,Southeast Asia,2021,15.37,IJM Group,Palm oil,IJM Plantations,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2013,15.36,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Piauí,Latin America
Corporate loan,Arab Banking Corporation (Bank ABC),Bahrain,Middle East,2017,15.36,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - Minas Gerais,Latin America
Corporate loan,Bradesco,Brazil,South America,2013,15.35,Brazil Agriculture Finance Program,Timber,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Corporate loan,Caixa Econômica Federal,Brazil,South America,2016,15.35,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Hana Financial,South Korea,East Asia,2016,15.35,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,HSBC,United Kingdom,Europe other,2016,15.33,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso,Latin America
Shareholding,Schroders,United Kingdom,Europe other,2021,15.32,Sumitomo Forestry,Timber,Sumitomo Forestry ,Southeast Asia
Bond issuance,China Construction Bank,China,East Asia,2016,15.3,COFCO,Palm oil,COFCO,Southeast Asia
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2016,15.3,COFCO,Palm oil,COFCO,Southeast Asia
Bond issuance,Bank of China,China,East Asia,2019,15.3,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,CITIC,China,East Asia,2019,15.3,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,Agricultural Bank of China,China,East Asia,2015,15.3,COFCO,Soy,COFCO,Latin America
Bond issuance,China Construction Bank,China,East Asia,2015,15.3,COFCO,Soy,COFCO,Latin America
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2017,15.28,Sungai Budi Group,Palm oil,Adikarya Gemilang,Southeast Asia
Corporate loan,Indonesia Eximbank,Indonesia,Southeast Asia,2017,15.26,Perkebunan Nusantara Group,Palm oil,Perkebunan Nusantara VII,Southeast Asia
Corporate loan,Bradesco,Brazil,South America,2016,15.26,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Santander,Spain,EU27,2019,15.25,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Shareholding,Capital Group,United States,North America,2021,15.25,Bunge,Soy,Bunge,Latin America
Bond issuance,Bank of China,China,East Asia,2016,15.23,COFCO,Palm oil,COFCO,Southeast Asia
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2016,15.23,COFCO,Palm oil,COFCO,Southeast Asia
Corporate loan,Banco da Amazonia,Brazil,South America,2014,15.22,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Norte - Acre,Latin America
Bond issuance,Agricultural Bank of China,China,East Asia,2015,15.22,COFCO,Palm oil,COFCO,Southeast Asia
Bond issuance,China Merchants Group,China,East Asia,2015,15.22,COFCO,Palm oil,COFCO,Southeast Asia
Corporate loan,ING Group,Netherlands,EU27,2016,15.22,Sampoerna Group,Rubber,Sampoerna Agro,Southeast Asia
Corporate loan,Sicredi,Brazil,South America,2019,15.21,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Shareholding,California Public Employees' Retirement System (CalPERS),United States,North America,2021,15.2,Batu Kawan Group,Palm oil,Kuala Lumpur Kepong,Southeast Asia
Corporate loan,Itaú Unibanco,Brazil,South America,2015,15.2,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2019,15.2,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Shareholding,BNDES,Brazil,South America,2021,15.18,Klabin,Timber,Klabin,Latin America
Bond issuance,Agricultural Bank of China,China,East Asia,2014,15.17,COFCO,Palm oil,COFCO,Southeast Asia
Bond issuance,China Merchants Group,China,East Asia,2014,15.17,COFCO,Palm oil,COFCO,Southeast Asia
Corporate loan,Itaú Unibanco,Brazil,South America,2015,15.15,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Bank Bukopin,Indonesia,Southeast Asia,2014,15.14,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Shareholding,Prudential (UK),United Kingdom,Europe other,2021,15.13,Sumitomo Rubber Industries,Rubber,Sumitomo Rubber Industries,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2019,15.13,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Sudeste - Minas Gerais,Latin America
Bond issuance,Bank of China,China,East Asia,2015,15.11,COFCO,Soy,COFCO,Latin America
Bond issuance,CITIC,China,East Asia,2015,15.11,COFCO,Soy,COFCO,Latin America
Shareholding,BMO Financial Group,Canada,North America,2021,15.1,Sumitomo Rubber Industries,Rubber,Sumitomo Rubber Industries,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2014,15.09,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Paraíba,Latin America
Revolving credit facility,Mizuho Financial,Japan,East Asia,2016,15.08,Jardine Matheson Group,Palm oil,Astra Agro Lestari,Southeast Asia
Corporate loan,Rabobank,Netherlands,EU27,2017,15.07,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Bahia,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2016,15.07,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2015,15.06,Rajawali Group,Palm oil,Prima Cipta Selaras,Southeast Asia
Corporate loan,Bradesco,Brazil,South America,2019,15.05,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Shareholding,BlackRock,United States,North America,2021,15.05,Oji Group,Pulp & paper,Oji Holdings,Latin America
Shareholding,Daiwa Securities,Japan,East Asia,2021,15.05,Sumitomo Forestry,Timber,Sumitomo Forestry ,Southeast Asia
Corporate loan,Bank of Shanghai,China,East Asia,2020,15.03,Royal Golden Eagle Group,Pulp & paper,Asia Pacific Resources International,Southeast Asia
Corporate loan,Xiamen International Bank,China,East Asia,2020,15.03,Royal Golden Eagle Group,Pulp & paper,Asia Pacific Resources International,Southeast Asia
Revolving credit facility,Mizuho Financial,Japan,East Asia,2017,15.02,Jardine Matheson Group,Palm oil,Astra Agro Lestari,Southeast Asia
Corporate loan,CIMB Group,Malaysia,Southeast Asia,2013,15.02,Sarawak Plantation Group,Palm oil,Telliana Plantations,Southeast Asia
Corporate loan,Bradesco,Brazil,South America,2018,15.01,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Maranhão,Latin America
Corporate loan,Bank Bukopin,Indonesia,Southeast Asia,2017,15.01,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Bank Bukopin,Indonesia,Southeast Asia,2014,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Caixa Econômica Federal,Brazil,South America,2015,15,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso,Latin America
Revolving credit facility,CIMB Group,Malaysia,Southeast Asia,2017,15,Rajawali Group,Palm oil,Wana Catur Jaya Utama,Southeast Asia
Corporate loan,Hana Financial,South Korea,East Asia,2019,15,Perkebunan Nusantara Group,Palm oil,Perkebunan Nusantara III,Southeast Asia
Corporate loan,Fubon Financial,Taiwan,East Asia,2016,15,Harita Group,Palm oil,Bumitama Agri,Southeast Asia
Corporate loan,Commonwealth Bank of Australia,Australia,Oceania,2014,15,Jardine Matheson Group,Palm oil,Astra Agro Lestari,Southeast Asia
Corporate loan,Industrial and Commercial Bank of China,China,East Asia,2013,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Malayan Banking,Malaysia,Southeast Asia,2016,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2018,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Hana Financial,South Korea,East Asia,2018,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Revolving credit facility,Hana Financial,South Korea,East Asia,2015,15,Royal Golden Eagle Group,Pulp & paper,Heliosity Consulting,Southeast Asia
Revolving credit facility,Indonesia Eximbank,Indonesia,Southeast Asia,2014,15,Kertas Basuki Rachmat Indonesia,Pulp & paper,Kertas Basuki Rachmat Indonesia,Southeast Asia
Corporate loan,ICICI Bank,India,South Asia,2017,15,Royal Golden Eagle Group,Pulp & paper,Asia Symbol China,Southeast Asia
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2019,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2019,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Revolving credit facility,Indonesia Eximbank,Indonesia,Southeast Asia,2017,15,Kertas Basuki Rachmat Indonesia,Pulp & paper,Kertas Basuki Rachmat Indonesia,Southeast Asia
Corporate loan,Malayan Banking,Malaysia,Southeast Asia,2017,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Malayan Banking,Malaysia,Southeast Asia,2015,15,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2020,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2019,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2018,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2017,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2016,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Revolving credit facility,Malayan Banking,Malaysia,Southeast Asia,2014,15,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Corporate loan,Hana Financial,South Korea,East Asia,2019,15,Perkebunan Nusantara Group,Rubber,Perkebunan Nusantara III,Southeast Asia
Revolving credit facility,Oversea-Chinese Banking Corporation,Singapore,Southeast Asia,2018,15,MP Evans,Palm oil,MP Evans,Southeast Asia
Revolving credit facility,AmBank Group,Malaysia,Southeast Asia,2018,15,MP Evans,Palm oil,MP Evans,Southeast Asia
Corporate loan,SMBC Group,Japan,East Asia,2015,15,Oji Group,Pulp & paper,Oji Holdings,Latin America
Revolving credit facility,Mizuho Financial,Japan,East Asia,2015,14.99,Jardine Matheson Group,Palm oil,Astra Agro Lestari,Southeast Asia
Bond issuance,Bank of Ningbo,China,East Asia,2019,14.99,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,CITIC,China,East Asia,2019,14.99,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Corporate loan,Banco do Nordeste do Brasil,Brazil,South America,2013,14.97,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Alagoas,Latin America
Corporate loan,Santander,Spain,EU27,2013,14.97,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Shareholding,Fidelity Investments,United States,North America,2021,14.96,Bunge,Soy,Bunge,Latin America
Corporate loan,Victoria Investama,Indonesia,Southeast Asia,2016,14.96,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Bond issuance,China Construction Bank,China,East Asia,2014,14.96,COFCO,Soy,COFCO,Latin America
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2014,14.96,COFCO,Soy,COFCO,Latin America
Corporate loan,Bradesco,Brazil,South America,2016,14.95,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Shareholding,Petros,Brazil,South America,2021,14.95,JBS,Beef,JBS,Latin America
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2019,14.95,Rajawali Group,Palm oil,Eagle High Plantations,Southeast Asia
Corporate loan,Bank Rakyat Indonesia,Indonesia,Southeast Asia,2019,14.95,Rajawali Group,Palm oil,Eagle High Plantations,Southeast Asia
Corporate loan,Bradesco,Brazil,South America,2017,14.95,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,HSBC,United Kingdom,Europe other,2015,14.95,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Paraná,Latin America
Bond issuance,Bank of China,China,East Asia,2016,14.93,COFCO,Soy,COFCO,Latin America
Bond issuance,CITIC,China,East Asia,2016,14.93,COFCO,Soy,COFCO,Latin America
Revolving credit facility,Bank of America,United States,North America,2019,14.92,Cargill,Palm oil,Cargill Global Funding,Southeast Asia
Revolving credit facility,BNP Paribas,France,EU27,2019,14.92,Cargill,Palm oil,Cargill Global Funding,Southeast Asia
Revolving credit facility,Deutsche Bank,Germany,EU27,2019,14.92,Cargill,Palm oil,Cargill Global Funding,Southeast Asia
Revolving credit facility,HSBC,United Kingdom,Europe other,2019,14.92,Cargill,Palm oil,Cargill Global Funding,Southeast Asia
Revolving credit facility,JPMorgan Chase,United States,North America,2019,14.92,Cargill,Palm oil,Cargill Global Funding,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2019,14.92,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Paraíba,Latin America
Corporate loan,HDBank,Vietnam,Southeast Asia,2017,14.91,Hoang Anh Gia Lai,Palm oil,HAGL Agrico,Southeast Asia
Corporate loan,HDBank,Vietnam,Southeast Asia,2017,14.91,Hoang Anh Gia Lai,Rubber,HAGL Agrico,Southeast Asia
Shareholding,BWGI,Brazil,South America,2021,14.9,Suzano,Pulp & paper,Suzano,Latin America
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2018,14.89,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Shareholding,Milestones Administradora de Recursos,Brazil,South America,2021,14.88,Suzano,Pulp & paper,Suzano,Latin America
Shareholding,Franklin Resources,United States,North America,2021,14.87,Suzano,Pulp & paper,Suzano,Latin America
Bond issuance,CITIC,China,East Asia,2019,14.87,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Bond issuance,Shanghai Pudong Development Bank,China,East Asia,2019,14.87,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Corporate loan,Itaú Unibanco,Brazil,South America,2015,14.85,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Corporate loan,Rabobank,Netherlands,EU27,2013,14.85,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Revolving credit facility,SMBC Group,Japan,East Asia,2014,14.84,Oji Group,Timber,Oji Holdings,Latin America
Corporate loan,Bank Rakyat Indonesia,Indonesia,Southeast Asia,2015,14.83,Sungai Budi Group,Palm oil,Tunas Baru Lampung,Southeast Asia
Corporate loan,Itaú Unibanco,Brazil,South America,2017,14.83,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Santander,Spain,EU27,2016,14.82,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sudeste - Minas Gerais,Latin America
